username,video_id,video_url,is_photo,like_count,comment_count,share_count,save_count,description,scraped_at,manual_label,label_timestamp
drkevinmak,7627467585155517714,https://www.tiktok.com/@drkevinmak/video/7627467585155517714,False,129,12,15,20,"Capek + overthinking itu bukan cuma di pikiran… tapi bisa ganggu hormon & kesehatan wanita juga Mulai dari gampang lemes, mood swing, sampai masalah pencernaan Salah satu yang sering dilupain: jaga gut health Probiotik bisa bantu dari “dalam” Kamu lagi ngerasain juga? Cerita di komen ya 👇 #kesehatanwanita #overthinking #probiotik #guthealth #hormon",2026-09-05T19:45:58.922767,health,2026-09-07T13:12:08.865530
drkevinmak,7626260623319469319,https://www.tiktok.com/@drkevinmak/video/7626260623319469319,False,9086,101,694,1672,"“Mata udah ngantuk… tapi pikiran nggak berhenti Badan capek, tapi otak masih ‘on’. Kadang bukan overthinking—tapi tubuh belum tenang. Magnesium bisa bantu relax saraf, biar lebih gampang tidur Kamu juga gini? Komen ‘OVERTHINKING’ 👇” #tidur #magnesium #overthinking #insomnia #tipssehat",2026-09-05T19:51:05.459978,health,2026-09-07T13:12:12.798888
dr.ziee,7601024859497385234,https://www.tiktok.com/@dr.ziee/video/7601024859497385234,False,2632,10,394,366,"Mungkin kamu nggak pernah kepikiran kalo hal sesimpel ini itu habit buruk yang bikin sakit. Tips aku biar makanan-makanan kamu aman dan awet walaupun disimpen, searching dulu optimalnya simpen di mana, di suhu berapa. Karena setiap jenis makanan itu treatmentnya beda.",2026-09-05T15:49:22.995880,health,2026-09-07T13:12:17.717975
aymanalts,7633683112114834696,https://www.tiktok.com/@aymanalts/video/7633683112114834696,False,549,3,44,68,Shift Jaga kali ini membahas apakah lari bikin cepat tua?,2026-09-03T13:54:20.156574,health,2026-09-07T13:12:19.988639
bidancynthia,7676447239820037397,https://www.tiktok.com/@bidancynthia/video/7676447239820037397,False,3436,257,48,105,Teman ricy udah lewatin fase apa aja? #bayi3bulan,2026-09-07T03:22:23.658167,not_health,2026-09-07T13:12:21.618562
aymanalts,7661552275625757959,https://www.tiktok.com/@aymanalts/video/7661552275625757959,False,2552,32,6,36,#stitch with 7659795297815645453,2026-09-03T11:43:31.392779,health,2026-09-07T13:12:24.521375
dokteramiraobgyn,7616022924125916437,https://www.tiktok.com/@dokteramiraobgyn/video/7616022924125916437,False,18.5K,1702,858,2563,lepas kb suntik haid langsung memanjang normal gak sih?#fyp#,2026-09-03T23:53:05.834385,health,2026-09-07T13:12:26.227557
bidancynthia,7661126425537301781,https://www.tiktok.com/@bidancynthia/video/7661126425537301781,False,4068,105,319,370,"Di cek pembukaan sama dr obgyn detik” mau lahiran ,Menurutku cek pembukaan ga sakit kalo rileks dan ga kaku, klo bunda onlen gimana?",2026-09-07T04:10:46.196410,not_health,2026-09-07T13:12:32.632540
bidancynthia,7660743967104863508,https://www.tiktok.com/@bidancynthia/video/7660743967104863508,False,9266,243,107,377,"Makasih Mama udah bantuin dari Lahiran sampe Ricy mau 2bln, jauh” datang dari Garut - Sumbawa 🫶🏻semoga sehat” panjang Umur Nenek Ricy 🤲",2026-09-07T04:12:22.159968,not_health,2026-09-07T13:12:35.200531
bidancynthia,7619492739633368341,https://www.tiktok.com/@bidancynthia/video/7619492739633368341,False,4163,42,61,218,Selamat Lebaran Teman online Semua Minalaidzin Walfaidzin Mohon maaf Lahir Batin 😇🙏 #lebaran2026,2026-09-07T11:34:40.851436,not_health,2026-09-07T13:12:37.635649
roozzaak,7658084679702088980,https://www.tiktok.com/@roozzaak/video/7658084679702088980,False,2577,160,959,287,Membalas @Mersyhanda Tidak boleh kalau kata orang orang jadul bu 🤣 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T21:40:29.758559,health,2026-09-07T13:12:39.329995
roozzaak,7595979504066022663,https://www.tiktok.com/@roozzaak/video/7595979504066022663,False,5239,280,680,653,Membalas @upikupik3818 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,2026-09-06T23:28:44.217743,health,2026-09-07T13:12:40.201292
roozzaak,7633231686901468437,https://www.tiktok.com/@roozzaak/video/7633231686901468437,False,3304,409,265,256,Membalas @binor #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T22:31:51.728919,health,2026-09-07T13:12:41.045078
aymanalts,7660056043833019655,https://www.tiktok.com/@aymanalts/video/7660056043833019655,False,40.3K,657,1484,786,#stitch with 7659703239478136082,2026-09-03T11:57:18.319702,health,2026-09-07T13:12:44.577579
aliphildan,7631539994821233940,https://www.tiktok.com/@aliphildan/video/7631539994821233940,False,11K,92,112,153,yang mau tanya seputar imunisasi boleh komen yaa insyaAllah doklip jawab🫶🏻🤗✨,2026-09-02T14:09:32.097650,health,2026-09-07T13:12:47.459682
dr.deamaulidia,7613973890154433800,https://www.tiktok.com/@dr.deamaulidia/video/7613973890154433800,False,10,2,1,1,"Botol terlihat bersih tapi masih keruh atau bau? Itu bukan sekadar noda.” Residu lemak & protein dari ASI/sufor bisa menempel dan jadi tempat bakteri. Ingat: ✔️ Cuci segera ✔️ Pakai sikat lembut ✔️ Pilih pembersih food grade & cek ingredients Kalau tetap keruh, sebaiknya ganti. Safety bayi dimulai dari botolnya 🤍",2026-09-05T14:45:38.776670,health,2026-09-07T13:12:50.327125
roozzaak,7652560956760788245,https://www.tiktok.com/@roozzaak/video/7652560956760788245,False,240,29,38,66,Membalas @novitasinaga😊 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-05T21:48:01.542883,health,2026-09-07T13:12:51.499211
aliphildan,7592229653633338632,https://www.tiktok.com/@aliphildan/video/7592229653633338632,False,28.8K,106,527,645,"yaahh kurang lebih tanggapan doklip sama kyk mereka berdua, tonton aja video merekaaa @Ayman Alatas @Ikhsanqthii, MD *ga pake helm soalnya kurang, cm ke ujung gang kok🙏🏻",2026-09-03T09:45:18.258492,health,2026-09-07T13:13:00.929268
aliphildan,7617466753878166792,https://www.tiktok.com/@aliphildan/video/7617466753878166792,False,4236,67,307,127,"sekian tips dari saya cc @Ikhsanqthii, MD @Ayman Alatas",2026-09-02T14:45:24.449933,not_health,2026-09-07T13:13:03.805477
dokteramiraobgyn,7617784394413067540,https://www.tiktok.com/@dokteramiraobgyn/video/7617784394413067540,False,23.6K,379,1101,6254,"Banyak perempuan ngalamin ini… tapi sering dianggap “normal”. 👀. Gatal, keputihan agak bau, atau nggak nyaman saat haid sebenarnya bisa terjadi karena perubahan pH di area kewanitaan.Makanya penting banget jaga kebersihan area intim dengan produk yang bantu jaga pH seimbang.Kalau kamu punya keluhan lebih dari 3 hari, jangan ragu konsultasi ke dokter ya. Sekarang aku mau tahu deh:Keluhan apa sih yang paling sering kamu rasakan tapi sering juga kamu abaikan?👇#MewCareRoutine #BetadineForHer #MEWCareMATTERS",2026-09-03T23:51:58.006974,health,2026-09-07T13:13:06.530373
dokter.harmonospanak,7677014114903821588,https://www.tiktok.com/@dokter.harmonospanak/video/7677014114903821588,False,81,2,19,20,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google Map tulis :Praktek dr.Harmono PD Sp.AAlamat :praktek pagi - sore - malamJl. Airlangga 33 Apotek Diandra Mojosari Mojokerto#konsultasigratiswalinkbio,2026-09-03T15:38:39.148366,health,2026-09-07T13:13:09.369223
drkevinmak,7604135631337360658,https://www.tiktok.com/@drkevinmak/video/7604135631337360658,False,274,55,39,86,Replying to @Nanaa kalau kamu udah pernah minum kolagen newlab? Coba spill hasilnya ya ✅ #infokesehatan #newlab #kolagen #rekomendasikolagen #sacetylglutathione,2026-09-06T10:40:41.083580,health,2026-09-07T13:13:12.218021
tirtacipeng,7645490071952575765,https://www.tiktok.com/@tirtacipeng/video/7645490071952575765,False,37400,285,1920,1424,Siapa disini yang abis lari suka langsung nongkrong tanpa bersih-bersih dulu? @Betadine Shop #WaktunyaBakteriCaw #ResetClean #SocialReady,2026-09-07T00:57:44.806170,health,2026-09-07T13:13:15.681653
roozzaak,7625852069760617749,https://www.tiktok.com/@roozzaak/video/7625852069760617749,False,245,25,4,14,Membalas @ara all fierra #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T22:51:56.722812,health,2026-09-07T13:13:22.099368
ikhsanqthii,7637528984271457556,https://www.tiktok.com/@ikhsanqthii/video/7637528984271457556,False,89600,296,4002,3746,Monggo bisa baca langsung informesyen di akunnya dokter tercinta kita @Ayman Alatas 🫶🙏,2026-09-06T17:41:22.638493,health,2026-09-07T13:13:27.163451
aymanalts,7655266755031436552,https://www.tiktok.com/@aymanalts/video/7655266755031436552,False,15.1K,108,220,129,#stitch with 7654890182142872853,2026-09-03T12:22:16.895145,not_health,2026-09-07T13:13:29.601572
drgfira,7623828020091948296,https://www.tiktok.com/@drgfira/video/7623828020091948296,False,93,22,3,25,"Namanya white spot ya, dan menandakan di bagian tersebut sangat rapuh 🥹 jadi butuh perawatan dan perlindungan khusus.. #drgfira #dentist #dentistlife #doktergigimalang #dentalwellness",2026-09-05T16:40:59.330604,health,2026-09-07T13:13:31.239080
dokter.harmonospanak,7618722700579589396,https://www.tiktok.com/@dokter.harmonospanak/video/7618722700579589396,False,43,10,1,6,,2026-09-03T17:14:33.576011,health,2026-09-07T13:13:36.231703
drkevinmak,7667223576428186898,https://www.tiktok.com/@drkevinmak/video/7667223576428186898,False,1254,15,145,415,"Please jangan abaikan gejala2 ini ya! Buanyak banget yang ujung2 nya kecolongan, kalau kamu paling sering ngalamin yang mana? #kortisol #detox #suplemen #edukasi #viralditiktok🔥",2026-09-05T17:36:21.216348,health,2026-09-07T13:13:38.792207
dr.ziee,7666037061480238343,https://www.tiktok.com/@dr.ziee/video/7666037061480238343,False,1015,3,17,87,"Campuran sabun + pasta gigi + baking soda memang bisa membuat air flush lebih berbusa dan sedikit lebih wangi. Tapi perlu dibedakan antara: ✔️ terlihat bersih ✔️ benar-benar bersih secara higienis. Pasta gigi bukan disinfektan, dan warna birunya bukan tanda toilet jadi bebas kuman. Kalau memang ingin membersihkan toilet secara efektif, tetap gunakan produk toilet cleaner yang memang diformulasikan untuk mengangkat kerak, membunuh mikroorganisme tertentu, dan menjaga kebersihan toilet.",2026-09-05T15:13:25.043887,health,2026-09-07T13:13:41.135234
tirtacipeng,7611725792824888597,https://www.tiktok.com/@tirtacipeng/video/7611725792824888597,False,2167,584,76,215,Serba serbi garam @Garam Artisan & Rempah Lokal,2026-09-07T01:44:11.568082,not_health,2026-09-07T13:13:44.888563
tirtacipeng,7672341220055649557,https://www.tiktok.com/@tirtacipeng/video/7672341220055649557,False,3078,33,170,144,Kenapa ada kasur harganya muahal banget?,2026-09-07T00:10:02.603025,health,2026-09-07T13:13:57.718345
gelarsramdhani,7643209098141420818,https://www.tiktok.com/@gelarsramdhani/video/7643209098141420818,False,144,13,7,10,Membantu memperbaiki koper jemaah haji Indonesia asal Majalengka yang rusak #haji #jemaahhaji #petugashaji,2026-09-06T13:36:03.583292,not_health,2026-09-07T13:14:00.180539
dokter.harmonospanak,7616534044385348884,https://www.tiktok.com/@dokter.harmonospanak/video/7616534044385348884,False,149,13,11,16,,2026-09-03T17:22:23.538448,not_health,2026-09-07T13:14:03.619845
dokternadiyah,7645331217235397908,https://www.tiktok.com/@dokternadiyah/video/7645331217235397908,False,394,4,147,63,"Hubungan suami istri saat haid masih sering jadi pertanyaan 🤔Sebenarnya, hal ini bukan cuma soal nyaman atau tidak, tapi juga perlu memperhatikan kebersihan dan kesehatan reproduksi.Saat menstruasi, area kewanitaan lebih sensitif sehingga risiko iritasi atau infeksi bisa meningkat jika tidak menjaga kebersihan dengan baik. Selain itu, sebagian orang juga bisa merasa lebih nyeri atau tidak nyaman selama haid.Kalau tetap memilih melakukannya, pastikan:✨ Menjaga kebersihan sebelum & sesudah✨ Mengutamakan kenyamanan kedua pihak✨ Menggunakan perlindungan bila diperlukan✨ Stop jika muncul nyeri atau keluhanYang paling penting: komunikasi dan saling menghargai kenyamanan pasangan 💙#edukasikesehatan #kesehatanreproduksi #menstruasi #creatorsearchinsights",2026-09-04T02:01:59.007126,health,2026-09-07T13:14:08.522686
wishdrboyke,7616246841360911634,https://www.tiktok.com/@wishdrboyke/video/7616246841360911634,False,3585,44,339,1055,"Cuma butuh 3 detik untuk proteksi area kewanitaan seharian! ​Gak perlu ribet, cukup semprot Wish Intimate Spray Manjakani 60ml dari dr. Boyke. ​Solusi praktis jaga kebersihan, cegah bau, dan tetap segar meski jadwal sedang padat-padatnya. ​Wajib banget #SelaluAdaDiTasMu untuk perlindungan instan kapan pun dan di mana pun. ​Klik keranjang kuning sekarang! Stok makin menipis, amankan milikmu sebelum kehabisan. ​#drboyke #IntimateSpray #KesehatanWanita #SelaluAdaDiTasMu",2026-09-07T02:56:20.024126,health,2026-09-07T13:14:10.439944
ikhsanqthii,7672402134188428564,https://www.tiktok.com/@ikhsanqthii/video/7672402134188428564,False,71500,673,500,966,@Chillda,2026-09-06T16:05:10.625440,not_health,2026-09-07T13:14:13.119531
bidancynthia,7679730707845156116,https://www.tiktok.com/@bidancynthia/video/7679730707845156116,False,1069,121,2,28,"Membalas @AzzuraAurellia Kalau belum tengkurap Stimulasi kak, Ini juga belum tengkurap sepenuhnya. Tp sabar kok ga akan lama ka",2026-09-07T03:10:16.476714,health,2026-09-07T13:14:16.614369
gelarsramdhani,7663276620135927048,https://www.tiktok.com/@gelarsramdhani/video/7663276620135927048,False,54,5,0,1,"Barakallahu fii umrik selamat ulang tahun untuk sahabat saya Kang Ghibran Maulana Suherman, S.M",2026-09-06T13:11:13.680300,not_health,2026-09-07T13:14:18.888691
dokternadiyah,7651253213965913365,https://www.tiktok.com/@dokternadiyah/video/7651253213965913365,False,12.8K,123,1336,9753,"Replying to @erta Ingin area miss V dan lipatan tampak lebih cerah? Yuk! Kenali dulu penyebabnya!Warna kulit yang lebih gelap di area selangkangan, ketiak, atau lipatan tubuh sebenarnya normal. Kondisi ini bisa dipengaruhi oleh gesekan, perubahan hormon, kehamilan, berat badan berlebih, hingga penggunaan produk yang kurang sesuai.Tips membantu mencerahkan area lipatan:✔️ Jaga kebersihan dan kelembapan kulit✔️ Gunakan pakaian yang nyaman dan tidak terlalu ketat✔️ Hindari menggaruk atau menggosok terlalu keras✔️ Pilih skincare khusus area sensitif yang aman dan terujiPerawatan yang tepat dan konsisten dapat membantu merawat kulit agar tampak lebih cerah, halus, dan sehat. 💖Sudah mulai rutin merawat area lipatan dan miss V belum?#perawatankewanitaan #missvcare #areasensitif #creatorsearchinsights",2026-09-04T02:04:25.547752,health,2026-09-07T13:14:20.802871
bidancynthia,7659501376438881556,https://www.tiktok.com/@bidancynthia/video/7659501376438881556,False,7117,66,33,176,🫶🏻🫶🏻,2026-09-07T04:15:03.720911,not_health,2026-09-07T13:14:23.134359
ikhsanqthii,7664986424256597268,https://www.tiktok.com/@ikhsanqthii/video/7664986424256597268,False,93300,670,13500,9939,"Dan kalau malam hari mau main hp, boleh coba nyalain night modenya… biar sinar birunya berkurang 👍👍",2026-09-06T16:22:11.682460,health,2026-09-07T13:14:26.730618
dokter_ika,7597238013902556424,https://www.tiktok.com/@dokter_ika/video/7597238013902556424,False,688,70,10,37,"Masuk tahun ke 7 saya mengedukasi krim2 berbahaya, bukan perkara persaingan bisnis, tapi krim yang dijual merugikan kesehatan kulit dan tubuh penggunanya… Untuk Para korban segera selamatkan kulit kalian ❤️#belajarbersamadrika #edukasidokterika #stoppenyalahgunaanobatkeras #nokrimmerkuncrit #reputasibrandsangatpenting",2026-09-03T22:51:55.447084,health,2026-09-07T13:14:29.208752
roozzaak,7677021883363085589,https://www.tiktok.com/@roozzaak/video/7677021883363085589,False,23,1,4,0,Membalas @lalapoh #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-05T21:07:27.967255,health,2026-09-07T13:14:31.117173
dokteramiraobgyn,7603356511447895316,https://www.tiktok.com/@dokteramiraobgyn/video/7603356511447895316,False,2255,157,542,606,ayo segera pap smear sebelum kanker cervix menyerang #dokterobgynpedalaman#papua#fyp,2026-09-04T00:11:53.640136,health,2026-09-07T13:14:34.514327
aliphildan,7639678457814764808,https://www.tiktok.com/@aliphildan/video/7639678457814764808,False,14K,599,1026,117,siap mengaum @Acid 🔮,2026-09-02T12:19:29.269976,not_health,2026-09-07T13:14:38.274768
dokteramiraobgyn,7672375694835338514,https://www.tiktok.com/@dokteramiraobgyn/video/7672375694835338514,False,368,11,5,23,Tuhan akan memberi segalanya sesuai kelayakan HambaNYA! belajar jadi manusia yang ber Husnuzon pada manusia lainnya #fyp,2026-09-03T18:42:50.576494,not_health,2026-09-07T13:14:41.024318
ikhsanqthii,7664566116483747089,https://www.tiktok.com/@ikhsanqthii/video/7664566116483747089,False,23500,253,762,781,#stitch with @kakgektik demikian sekilas ingfo 👍,2026-09-06T16:23:01.822876,health,2026-09-07T13:14:48.524047
dokter_ika,7661130437334502664,https://www.tiktok.com/@dokter_ika/video/7661130437334502664,False,8530,221,171,598,"Sayangnya, visual seperti itu dapat membentuk persepsi bahwa kulit putih adalah bukti kolagen bekerja. Padahal, kulit yang sehat tidak diukur dari seberapa putih warnanya, melainkan dari fungsi skin barrier yang baik, tekstur yang terjaga, dan kondisi kulit yang sehat.So Guys, Jangan biarkan strategi marketing lebih kuat daripada ilmu pengetahuan.Karena kulit sehat bukan harus jadi lebih putih. Kulit sehat adalah kulit yang dirawat dengan cara yang benar. #belajarbersamadrika #edukasidrika #Suplemenkolagen #cintaiwarnakulitmu #jagakulitmu",2026-09-03T19:55:11.387590,health,2026-09-07T13:14:51.735462
dokter.harmonospanak,7626535848154123541,https://www.tiktok.com/@dokter.harmonospanak/video/7626535848154123541,False,97,9,19,10,"konsultasi peyakit anak gratisgabung grup WA...link di profil bio saya. Hari SENIN , RABU , JUM'AT jam 09.00 - 12.00. Saat grup dibuka utk konsultasi olehb admin.",2026-09-03T16:57:40.614116,not_health,2026-09-07T13:14:53.719295
bidancynthia,7662537321182432532,https://www.tiktok.com/@bidancynthia/video/7662537321182432532,False,2109,116,32,51,Kerasa bgt Bayi udah 2 bulan aja 🥰,2026-09-07T04:05:58.498800,not_health,2026-09-07T13:14:59.753065
aliphildan,7638904762225691922,https://www.tiktok.com/@aliphildan/video/7638904762225691922,False,3889,95,233,60,pentingnya kita cari yg sefrekuensi🤗✨,2026-09-02T12:21:59.239155,not_health,2026-09-07T13:15:06.702399
doktermatahendra,7610367373228477704,https://www.tiktok.com/@doktermatahendra/video/7610367373228477704,False,210,6,2,31,"Sudah LASIK/SMILE tapi Masih Silau? Jangan panik — ini sering terjadi, tapi ada ada perbedaan antara normal vs tanda masalah. Simak perbedaannya:Kenapa kadang terjadi silau setelah LASIK/SMILE:• Adaptasi kornea pasca ablasi → permukaan kornea belum sembuh sempurna, proses penyembuhan biomekanik kornea masih terus terjadi.• Mata kering pasca operasi → silau.• Pupil besar di malam hari → cahaya masuk ke area perifer yang belum sempurna.• Residual refraksi atau irregular astigmatism → kebutuhan enhancement di masa depan.Apa yang bisa kita lakukan sekarang: • Tetes air mata buatan rutin sesuai resep — prioritas pertama.• Jangan mengucek mata; gunakan kacamata hitam di malam hari bila perlu.• Istirahat menggunakan layer gadget berlebih & hindari menyetir malam bila silau berat.• Datang ke kontrol pasca op sesuai jadwal — banyak keluhan membaik sendiri dalam 1-3 bulan setelah biomekanik kornea semakin sempurna.Kapan harus kembali ke dokter SEGERA: • Nyeri pada mata, penurunan penglihatan mendadak, mata merah atau bercak putih pada kornea.• Jika silau berat tidak membaik setelah 3 bulan Secara umum, silau pasca LASIK atau SMILE sering normal dan membaik secara otomatis, tapi pemantauan dan perawatan (terutama untuk mata kering) sangat penting. Jangan menunggu kalau ada gejala serius ya.Kalau suka dan merasa postingan ini bermanfaat, jangan lupa buat support dengan like dan share 😁👍.Tambahkan akun ig, youtube dan tiktok @doktermatahendra ke favoritmu agar selalu update info dan tips2 kesehatan mata terbaru 🥰.Ada pertanyaan?Silahkan DM atau Cusssss ke kolom komentar 👍.#LASIK #SMILE #SilauMata #edukasimata #doktermatahendra",2026-09-04T01:21:42.377928,health,2026-09-07T13:15:07.923511
gelarsramdhani,7672263903442685202,https://www.tiktok.com/@gelarsramdhani/video/7672263903442685202,False,30,7,0,1,Membalas @alexzhandria_22tambalan gigi permanen apakah perlu diganti?,2026-09-06T13:07:45.861259,health,2026-09-07T13:15:10.636965
tirtacipeng,7591729993034632469,https://www.tiktok.com/@tirtacipeng/video/7591729993034632469,False,37300,291,1679,4484,Setelah rajin olahraga malah muncul jerawat punggung? Monggo tonton sampe abis! @Barber Daily,2026-09-07T02:14:51.153369,health,2026-09-07T13:15:12.573366
dokteramiraobgyn,7662400267199139079,https://www.tiktok.com/@dokteramiraobgyn/video/7662400267199139079,False,58.1K,2131,26.2K,16.6K,mau hamil tapi jarangan hubungan suami istri #pengenhamil#kokgitu#rutincoitus#fyp,2026-09-03T18:52:11.200504,health,2026-09-07T13:15:14.805102
drkevinmak,7673149526911307026,https://www.tiktok.com/@drkevinmak/video/7673149526911307026,False,457,34,14,132,"Rambut rontok? Jangan asal pilih vitamin ya! Cari tahu dulu penyebabnya, baru pilih vitaminnya. Share ke temen / keluarga kamu yang rambutnya lagi banyak rontok! #RambutRontok #VitaminRambut #HairHealth #TipsKesehatan",2026-09-05T17:20:15.150614,health,2026-09-07T13:15:16.929805
roozzaak,7615495880208059668,https://www.tiktok.com/@roozzaak/video/7615495880208059668,False,895,83,167,169,Membalas @oreo pink #fyp #fypシ #DokterGemoy #edukasi #campak,2026-09-06T00:31:18.659524,health,2026-09-07T13:15:19.068819
itsdoktermuda,7614918874865208597,https://www.tiktok.com/@itsdoktermuda/video/7614918874865208597,False,300700,4216,68400,14700,"Tapi aku masih percaya: berhenti rokok itu bisa. Banyak perokok akhirnya berhenti bukan karena sekadar “niat doang” Tapi karena ada titik balik dalam hidupnya yang bikin sadar. Kadang karena hal baik, kadang juga karena hal buruk. Aku sendiri memang nggak pernah merokok. Jadi mungkin gak valid kalau aku kasih tips berhenti rokok Tapi dari pengalaman melihat banyak pasien, aku belajar satu hal: Berhenti rokok itu nggak pernah cuma soal satu faktor. Bukan cuma soal niat. Bukan cuma soal lingkungan. Biasanya dua-duanya harus jalan bareng Dari dalam diri ada niat yang sungguh-sungguh, dan dari luar ada lingkungan yang mendukung. Kalau dua hal itu ketemu, pelan-pelan… yang tadinya terasa mustahil, bisa jadi kenyataan Ada yg lagi berjuang berhenti rokokk?? Semangaattt yaa",2026-09-06T21:05:07.866189,health,2026-09-07T13:15:22.066022
dokter.harmonospanak,7618510444709367060,https://www.tiktok.com/@dokter.harmonospanak/video/7618510444709367060,False,160,13,34,21,,2026-09-03T17:15:07.044297,health,2026-09-07T13:15:26.482257
roozzaak,7638457333923810580,https://www.tiktok.com/@roozzaak/video/7638457333923810580,False,79,14,1,1,Sehat sehat untuk nakes dimanapun berada. Semoga apa yang kita lakukan semuanya bisa menjadi ladang pahala. Kalian semua hebat !!! #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T22:39:36.732295,,
aymanalts,7625948104398802183,https://www.tiktok.com/@aymanalts/video/7625948104398802183,False,1167,19,9,29,#stitch with 7625421992526662919,2026-09-03T14:19:51.426064,,
roozzaak,7651413070471793941,https://www.tiktok.com/@roozzaak/video/7651413070471793941,False,1921,138,853,561,Membalas @💚 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T21:47:21.825845,,
aymanalts,7657549092935109906,https://www.tiktok.com/@aymanalts/video/7657549092935109906,False,78.3K,412,5655,1782,Lomba DC Jaga Irama akan ada hadiah buat 3 Orang Pemenang,2026-09-03T12:11:13.170152,,
roozzaak,7625851834401377557,https://www.tiktok.com/@roozzaak/video/7625851834401377557,False,1834,135,254,179,#stitch dengan @juan eliezer #fyp #fypシ #DokterGemoy #edukasi,2026-09-05T23:32:30.977214,,
dokter_ika,7627084860410137864,https://www.tiktok.com/@dokter_ika/video/7627084860410137864,False,476,45,6,35,"Banyak kasus yang saya temui, flek justru muncul karena:kulit sering iritasi, peradangan kulit, skincare terlalu “keras” sampai barrier rusak atau perubahan hormonJadi walaupun kamu jarang keluar rumah, kalau kulit lagi sensitif… pigmentasi tetap bisa muncul.Makanya yang paling penting bukan cuma menghindari matahari, tapi juga:- Jaga skin barrier tetap sehat dan kuat - Pilih bahan aktif yang tepat dan aman Kalau kulit dijaga dengan benar, risiko hiperpigmentasi juga bisa lebih terkontrol.Jangan asal pakai skincare, kenali dulu kondisi kulit kamu #belajarbersamadrika #edukasidrika #pejuangkulitsehat #pejuangflekwajah",2026-09-03T21:02:47.199880,,
jamilatussadiyah,7596190101231783189,https://www.tiktok.com/@jamilatussadiyah/video/7596190101231783189,False,145,1,35,30,Kelas breastfeeding and newborn care @bumilpamil.id,2026-09-06T21:59:54.894106,,
drkevinmak,7592092873735032072,https://www.tiktok.com/@drkevinmak/video/7592092873735032072,False,148,28,10,54,Hayo udah berapa resep MPASI yang udah kamu ikutin? 🥶 #infokesehatan #mpasi #dokter #probiotik #proem1,2026-09-06T11:17:39.559264,,
dionharyadi,7673488948282297620,https://www.tiktok.com/@dionharyadi/video/7673488948282297620,False,3284,191,232,292,Usus buntu siapanya pikiran buntu?,2026-09-03T14:35:57.423326,,
aymanalts,7666387052602182919,https://www.tiktok.com/@aymanalts/video/7666387052602182919,False,2329,79,27,29,#stitch with 7665686886597266706,2026-09-03T11:16:32.478444,,
ikhsanqthii,7673759077301767444,https://www.tiktok.com/@ikhsanqthii/video/7673759077301767444,False,26700,253,232,415,Yang satu motoriknya jelek banget @Ayman Alatas yang satu motoriknya terlalu over @Doklip✨ | Alip Hildan 🫠🫠🫠,2026-09-06T16:01:48.327954,,
drkevinmak,7634387289027661074,https://www.tiktok.com/@drkevinmak/video/7634387289027661074,False,1252,32,62,276,"Sering ngerasa gelisah atau cemas pas ketemu banyak orang? Bisa jadi tubuh lagi “tegang” terus tanpa sadar Salah satu yang sering ke-skip: magnesium Magnesium bantu relaksasi saraf dan otot, jadi kalau kurang, tubuh lebih gampang tegang dan anxious Tapi bukan berarti semua gelisah pasti karena itu ya—tetap lihat dari overall kondisi juga #magnesium #cemas #gelisah #anxiety #kesehatanmental",2026-09-05T19:22:23.447822,,
dokter.harmonospanak,7608316955086310676,https://www.tiktok.com/@dokter.harmonospanak/video/7608316955086310676,False,467,35,155,29,,2026-09-03T17:39:12.127397,,
dokter_ika,7678333070948257042,https://www.tiktok.com/@dokter_ika/video/7678333070948257042,False,8356,341,188,408,Aturan penggunaan HB?? Kok diatur-atur? emang ada bahan apa? #belajarbersamadrika #Edukasidrika #StopHBberbahaya #jagakulitmu,2026-09-03T18:15:54.148051,,
dokter_ika,7648282184788299015,https://www.tiktok.com/@dokter_ika/video/7648282184788299015,False,36.7K,865,1552,2902,"Replying to @nurhidayahBanyak orang mengira warna kulit tubuh hanya ditentukan oleh genetik. Padahal pada banyak kasus, perbedaan warna antara area tubuh yang satu dengan yang lain lebih banyak ditentukan oleh tingkat aktivasi melanosit akibat UV, inflamasi, panas, dan gesekan yang berlangsung bertahun-tahun. Jaga kulitmu tenang, terlindungi dan nyaman, meminimalisasi melanosit bereaksi berlebihan 👍🏻 #belajarbersamadrika #edukasidrika #drIkaJawab #pahamikerjakulit",2026-09-03T20:13:58.800396,,
drkevinmak,7668333249504251154,https://www.tiktok.com/@drkevinmak/video/7668333249504251154,False,12400,362,1463,2970,Kalau kamu sering keram saat tidur ga? Coba komen dan jangan lupa tambahkan magnesium rutin untuk mencegah keram! #infokesehatan #magnesium #keram #rekomendasimagnesium #ototkaku,2026-09-05T17:33:41.648592,,
